Well No,Latitude,Longitude,District,Well Type,Block_Name,Inside_Basin
63806,10.6782705,77.2026103,19.Tiruppur,Dug Well,Outside Basin,False
63807,10.6751786,77.1612782,19.Tiruppur,Dug Well,Outside Basin,False
63808,10.548656,77.089865,19.Tiruppur,Dug Well,Outside Basin,False
63809,10.554167,77.119444,19.Tiruppur,Dug Well,Outside Basin,False
63809 A,10.554618,77.1379103,19.Tiruppur,Dug Well,Outside Basin,False
63810,10.592405,77.201604,19.Tiruppur,Dug Well,Outside Basin,False
63811,10.57583333,77.23944444,19.Tiruppur,Dug Well,Outside Basin,False
63812,10.5246165,77.2126715,19.Tiruppur,Dug Well,Outside Basin,False
63812A,10.528045,77.212078,19.Tiruppur,Dug Well,Outside Basin,False
63813,10.511341,77.189649,19.Tiruppur,Dug Well,Outside Basin,False
63814,10.508912,77.22740899999998,19.Tiruppur,Dug Well,Outside Basin,False
63815,10.4702365,77.23853939999998,19.Tiruppur,Dug Well,Outside Basin,False
63816,10.4988524,77.29061729999998,19.Tiruppur,Dug Well,Outside Basin,False
63817A,10.488604,77.35562,19.Tiruppur,Dug Well,Outside Basin,False
63818A,10.533907,77.35966399999998,19.Tiruppur,Dug Well,Outside Basin,False
63819,10.624558,77.37462429999998,19.Tiruppur,Dug Well,Outside Basin,False
63820A,10.626085,77.32948,19.Tiruppur,Dug Well,Outside Basin,False
63821,10.5795497,77.3010301,19.Tiruppur,Dug Well,Outside Basin,False
63822,10.775,77.18416666999998,19.Tiruppur,Dug Well,Outside Basin,False
63823,10.598543,77.3181919,19.Tiruppur,Dug Well,Outside Basin,False
63824,10.7406,77.30889999999998,19.Tiruppur,Dug Well,Outside Basin,False
63825,10.6326342,77.24177249999998,19.Tiruppur,Dug Well,Outside Basin,False
63826,10.6045129,77.37741889999998,19.Tiruppur,Dug Well,Outside Basin,False
63827,10.4856114,77.29528519999998,19.Tiruppur,Dug Well,Outside Basin,False
63828,10.5542121,77.2680223,19.Tiruppur,Dug Well,Outside Basin,False
63829,10.435028,77.290588,19.Tiruppur,Dug Well,Outside Basin,False
63830,10.5437332,77.2458392,19.Tiruppur,Dug Well,Outside Basin,False
63831,10.532232,77.155967,19.Tiruppur,Dug Well,Outside Basin,False
63832,10.5475062,77.1832335,19.Tiruppur,Dug Well,Outside Basin,False
HP II-03,11.160135,77.28601999999998,19.Tiruppur,Bore Well,Outside Basin,False
HP-II-02,11.09598,77.26869499999998,19.Tiruppur,Bore Well,Outside Basin,False
HP1CBE01,11.3456852,77.0946471,18.Coimbatore,Bore Well,Karamadai,True
HP1CBE02,11.2398704,76.9594996,18.Coimbatore,Bore Well,Outside Basin,False
HP1CBE03,10.858001,76.961133,18.Coimbatore,Bore Well,Outside Basin,False
HP1CBE05,10.933333,77.220833,19.Tiruppur,Bore Well,Outside Basin,False
HP1CBE06,10.83444444,77.22722222,18.Coimbatore,Bore Well,Outside Basin,False
HP1CBE07,10.819444,77.272222,18.Coimbatore,Bore Well,Outside Basin,False
HP1CBE07(A),10.81583333,77.27444443999998,18.Coimbatore,Bore Well,Outside Basin,False
HP1CBE08,10.891667,77.34999999999998,19.Tiruppur,Bore Well,Outside Basin,False
HP1CBE09,10.617495,77.15876199999998,18.Coimbatore,Bore Well,Outside Basin,False
HP1CBE10,10.661111,77.05527777999998,18.Coimbatore,Bore Well,Outside Basin,False
HP1CBE11,10.622225,76.84457999999998,18.Coimbatore,Bore Well,Outside Basin,False
HP1CTR04,10.934492,77.277361,19.Tiruppur,Bore Well,Outside Basin,False
HP1CTR05,10.933333,77.220833,19.Tiruppur,Bore Well,Outside Basin,False
HP1CTR05(A),10.95611111,77.25944443999998,19.Tiruppur,Bore Well,Outside Basin,False
HP1CTR08,10.891667,77.34999999999998,19.Tiruppur,Bore Well,Outside Basin,False
HP1CTR08(A),10.877157,77.295964,19.Tiruppur,Bore Well,Outside Basin,False
HP1CTR12,10.674867,77.153627,19.Tiruppur,Bore Well,Outside Basin,False
HP1CTR13,10.688622,77.2818428,19.Tiruppur,Bore Well,Outside Basin,False
HP1CTR14,10.495278,77.241667,19.Tiruppur,Bore Well,Outside Basin,False
HP1E01,11.609212,77.716891,16.Erode,Bore Well,Outside Basin,False
HP1E02,11.565,77.59583329999998,16.Erode,Bore Well,Anthiyur,True
HP1E03,11.619444,77.58583,16.Erode,Bore Well,Anthiyur,True
HP1E04,11.545833,77.579167,16.Erode,Bore Well,Anthiyur,True
HP1E04 A,11.546545,77.577302,16.Erode,Bore Well,Anthiyur,True
HP1E05,11.509722,77.36249999999998,16.Erode,Bore Well,T.N. Palayam,True
HP1E05 A,11.510615,77.362205,16.Erode,Bore Well,T.N. Palayam,True
HP1E06,11.511111,77.636111,16.Erode,Bore Well,Bhavani,True
HP1E06 A,11.5125,77.640556,16.Erode,Bore Well,Bhavani,True
HP1E07,11.2761962,77.58292179999998,16.Erode,Bore Well,Outside Basin,False
HP1E08,11.2343678,77.77777779999998,16.Erode,Bore Well,Outside Basin,False
HP1E09,11.105,77.87829999999998,16.Erode,Bore Well,Outside Basin,False
HP1E12,11.272222,77.530556,16.Erode,Bore Well,Perundurai,True
HP1E12 A,11.272184,77.530298,16.Erode,Bore Well,Perundurai,True
HP1E14,11.369444,77.323611,16.Erode,Bore Well,Nambiyur,True
HP1E14A,11.357406,77.317043,16.Erode,Bore Well,Nambiyur,True
HP1E15,11.4107929,77.3990565,16.Erode,Bore Well,Gobi,True
HP1E16,11.5433865,77.15911629999998,16.Erode,Bore Well,Sathyamangalam,True
HP1E17,11.6738375,77.1290886,16.Erode,Bore Well,Outside Basin,False
HP1E18,11.7733455,77.0040709,16.Erode,Bore Well,Outside Basin,False
HP1E19 A,11.3626142,77.4553175,16.Erode,Bore Well,Gobi,True
HP1E20,11.533333,77.533333,16.Erode,Bore Well,Anthiyur,True
HP1E20 A,11.537999,77.548399,16.Erode,Bore Well,Anthiyur,True
HP1ETR10,10.947536,77.710789,19.Tiruppur,Bore Well,Outside Basin,False
HP1ETR11,11.1511,77.4223,19.Tiruppur,Bore Well,Outside Basin,False
HP1ETR13,11.266667,77.455556,19.Tiruppur,Bore Well,Outside Basin,False
HP1ETR13A,11.2673248,77.45344319999998,19.Tiruppur,Bore Well,Outside Basin,False
HP2CBE01,11.192527,77.08781999999998,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE03,11.291668,77.166669,19.Tiruppur,Bore Well,Avinashi,True
HP2CBE05,11.23398,76.906209,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE06,10.937488,76.855759,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE07,10.915439,77.03874,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE08,11.150982,77.012021,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE09,11.178317,76.989669,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE10,11.041667,76.94166699999998,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE10(A),11.04,76.91972221999998,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE11,10.995571,76.815348,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE13,11.147222,77.163889,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE13(A),11.1940029,77.1458199,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE14,10.9,77.116667,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE14(A),10.90113,77.123292,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE15,11.055556,77.086111,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE15(A),11.0469931,77.07965029999998,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE17,11.004912,77.045354,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE22,10.6033373,77.0149791,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE23,10.7419448,77.02568069999998,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE24,10.58784,76.9365128,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE24(A),10.513013,76.88257299999998,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE25,10.628433,77.1148974,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE26,10.327933,76.95506899999998,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE27,10.811111,76.929167,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE27(A),10.819444,77.019722,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE28,10.833333,77.08333299999998,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE28(A),10.83611111,77.08222222,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE33(A),10.755278,77.165,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE34,10.486364,76.96709,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE35,10.534691,76.995518,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE36,10.5802,77.060953,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE37,11.0125997,77.0671056,18.Coimbatore,Bore Well,Outside Basin,False
HP2CBE38,11.145179,77.051005,18.Coimbatore,Bore Well,Outside Basin,False
HP2CTR02,11.244774,77.237288,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR03,11.291667,77.166667,19.Tiruppur,Bore Well,Avinashi,True
HP2CTR04,11.319356,77.28212,19.Tiruppur,Bore Well,Avinashi,True
HP2CTR12,11.086189,77.21408499999998,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR16,10.983442,77.221917,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR18,10.966665,77.4624,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR19,11.063934,77.351217,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR20,11.160688,77.37241899999998,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR21,11.0125,77.45,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR21(A),10.9724572,77.3646523,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR29,10.683333,77.20833299999998,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR30,10.655556,77.33888899999998,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR31,10.4430968,77.2909764,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR32,10.5558397,77.3654704,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR33,10.775,77.170833,19.Tiruppur,Bore Well,Outside Basin,False
HP2CTR33A,10.75527778,77.165,19.Tiruppur,Bore Well,Outside Basin,False
HP2E01,11.3972222,77.6911111,16.Erode,Bore Well,Outside Basin,False
HP2E02,11.298708,77.697636,16.Erode,Bore Well,Outside Basin,False
HP2E03,11.09944,77.73166999999998,16.Erode,Bore Well,Outside Basin,False
HP2E04,11.5314218,77.707744,16.Erode,Bore Well,Outside Basin,False
HP2E05,11.4689721,77.64201819999998,16.Erode,Bore Well,Bhavani,True
HP2E06,11.3679167,77.59772839999998,16.Erode,Bore Well,Perundurai,True
HP2E07,11.236669,77.657318,16.Erode,Bore Well,Outside Basin,False
HP2E08,11.1127075,77.54987959999998,16.Erode,Bore Well,Outside Basin,False
HP2E14,11.394545,77.08332199999998,16.Erode,Bore Well,Outside Basin,False
HP2E16,11.4111946,77.2328186,16.Erode,Bore Well,Sathyamangalam,True
HP2E17,11.459146,77.33676149999998,16.Erode,Bore Well,T.N. Palayam,True
HP2E18,11.4321402,77.278408,16.Erode,Bore Well,Nambiyur,True
HP2E19,11.5161556,77.4499581,16.Erode,Bore Well,T.N. Palayam,True
HP2E20,11.323063,77.26252499999998,16.Erode,Bore Well,Avinashi,True
HP2E31,11.2594,77.7069,16.Erode,Bore Well,Outside Basin,False
HP2E32,11.3927718,77.6607931,16.Erode,Bore Well,Outside Basin,False
HP2E33,11.50416667,77.61472222,16.Erode,Bore Well,Bhavani,True
HP2E34,11.41,77.6075,16.Erode,Bore Well,Bhavani,True
HP2E35,11.378371,77.578854,16.Erode,Bore Well,Perundurai,True
HP2E36,11.329879,77.59774799999998,16.Erode,Bore Well,Outside Basin,False
HP2E37,11.369966,77.653666,16.Erode,Bore Well,Outside Basin,False
HP2E38,11.2228,77.82219999999998,16.Erode,Bore Well,Outside Basin,False
HP2ETR09,10.89183,77.604236,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR10,11.041,77.334,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR10 A,11.068062,77.557872,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR11,11.045143,77.616298,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR12,11.036527,77.713192,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR13,11.06,77.28149999999998,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR13 A,11.100995,77.47036799999998,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR21,10.892059,77.526883,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR22,10.7762703,77.3147714,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR23,10.700057,77.39077799999998,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR24,10.631944,77.43611099999998,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR24 A,10.633032,77.431764,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR25,10.463,77.271,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR25 A,10.7813319,77.4631153,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR26,10.694891,77.62106,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR27,10.851993,77.671493,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR28,10.865569,77.765044,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR29,10.811954,77.870135,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR30,10.744329,77.610588,19.Tiruppur,Bore Well,Outside Basin,False
HP2ETR30A,10.731964,77.759938,19.Tiruppur,Bore Well,Outside Basin,False
HP2T01,10.90009,77.67271499999998,19.Tiruppur,Bore Well,Outside Basin,False
HP3CBE02,10.628742,77.11089,18.Coimbatore,Bore Well,Outside Basin,False
HP3Cbe01,10.708316,76.916386,18.Coimbatore,Bore Well,Outside Basin,False
HP3E01,11.370964,77.706421,16.Erode,Bore Well,Outside Basin,False
HP3E02,11.3834004,77.3089289,16.Erode,Bore Well,Nambiyur,True
HP3E03,11.7672222,77.559444,16.Erode,Bore Well,Outside Basin,False
HP3E04,11.4732005,77.130971,16.Erode,Bore Well,Bhavanisagar,True
HP3TPR03,10.425709,77.285359,19.Tiruppur,Bore Well,Outside Basin,False
HP3Tpr01,10.5474846,77.1832333,19.Tiruppur,Bore Well,Outside Basin,False
HP3Tpr02,11.197273,77.36422899999998,19.Tiruppur,Bore Well,Outside Basin,False
IBH-61268,11.55305556,77.50305556,16.Erode,Bore Well,Anthiyur,True
IBH-61269,11.5486021,77.6130607,16.Erode,Bore Well,Anthiyur,True
IBH-61271,11.481389,77.580833,16.Erode,Bore Well,Bhavani,True
IBH-61273,11.4375,77.57055599999998,16.Erode,Bore Well,Bhavani,True
IBH-61275,11.505596,77.71270099999998,16.Erode,Bore Well,Outside Basin,False
IBH-61278,11.507421,77.5370274,16.Erode,Bore Well,Anthiyur,True
IBH-61286,10.848516,77.44733499999998,19.Tiruppur,Bore Well,Outside Basin,False
IBH-61288,10.847539,77.364732,19.Tiruppur,Bore Well,Outside Basin,False
IBH-61296,11.374531,77.49428799999998,16.Erode,Bore Well,Gobi,True
IBH61284,10.991572,77.720281,19.Tiruppur,Bore Well,Outside Basin,False
MWSE01,11.5015129,77.25420599999998,16.Erode,Bore Well,Sathyamangalam,True
MWSE02,11.4986797,77.2869166,16.Erode,Bore Well,T.N. Palayam,True
MWSE03,11.4419193,77.3843353,16.Erode,Bore Well,Gobi,True
MWSE04,11.46416667,77.52833332999998,16.Erode,Bore Well,Gobi,True
MWSE05,11.155481,77.506586,16.Erode,Bore Well,Outside Basin,False
MWSE08,11.08944,77.81,16.Erode,Bore Well,Outside Basin,False
MWSE09,11.226944,77.73749999999998,16.Erode,Bore Well,Outside Basin,False
MWSE10,11.428327,77.653282,16.Erode,Bore Well,Erode,True
MWSE11,11.5615416,77.69282889999998,16.Erode,Bore Well,Outside Basin,False
MWSETR06,11.213116,77.394526,19.Tiruppur,Bore Well,Outside Basin,False
MWSETR07,11.266585,77.43894,19.Tiruppur,Bore Well,Outside Basin,False
MWSETR12,10.87879,77.389106,19.Tiruppur,Bore Well,Outside Basin,False
MWSETR13,10.815418,77.60688399999998,19.Tiruppur,Bore Well,Outside Basin,False
MWSETR14,10.502,77.3251,19.Tiruppur,Bore Well,Outside Basin,False
MWSETR15,10.744351,77.610569,19.Tiruppur,Bore Well,Outside Basin,False
NSW 1,10.74166667,77.02805556,18.Coimbatore,Dug Well,Outside Basin,False
NW-1,11.20889,77.84778,16.Erode,Dug Well,Outside Basin,False
NW-2,11.3869388,77.3080904,16.Erode,Dug Well,Nambiyur,True
NW-3,11.485139,77.47876599999998,16.Erode,Dug Well,Gobi,True
NW-4,11.4857182,77.49367789999998,16.Erode,Dug Well,Gobi,True
NW-5,11.532222,77.28,16.Erode,Dug Well,Sathyamangalam,True
NW-5A,11.531497,77.283556,16.Erode,Dug Well,Sathyamangalam,True
NW-6,11.63028,77.34139,16.Erode,Dug Well,Outside Basin,False
NW-7,11.8102777,77.545,16.Erode,Dug Well,Outside Basin,False
NW-8,11.7669444,77.55972199999998,16.Erode,Dug Well,Outside Basin,False
New Well 12,10.9747222,76.91277778,18.Coimbatore,Dug Well,Outside Basin,False
New Well 13,10.97861111,76.81194444,18.Coimbatore,Dug Well,Outside Basin,False
New Well 18,10.961666,76.942222,18.Coimbatore,Dug Well,Outside Basin,False
New well 10,10.332842,76.959243,18.Coimbatore,Dug Well,Outside Basin,False
New well 14,10.97,76.90972222,18.Coimbatore,Dug Well,Outside Basin,False
New well 16,10.991593,76.996724,18.Coimbatore,Dug Well,Outside Basin,False
New well 17,10.990389,77.00909,18.Coimbatore,Dug Well,Outside Basin,False
New well 19,10.959722,76.95,18.Coimbatore,Dug Well,Outside Basin,False
New well 20,10.9425,76.9541667,18.Coimbatore,Dug Well,Outside Basin,False
New well 21,10.881946,76.92470799999998,18.Coimbatore,Dug Well,Outside Basin,False
New well 3,10.99055556,76.96527777999998,18.Coimbatore,Dug Well,Outside Basin,False
New well 4,11.036184,76.973889,18.Coimbatore,Dug Well,Outside Basin,False
New well 5,11.024951,76.96226199999998,18.Coimbatore,Dug Well,Outside Basin,False
New well 6,10.904072,76.963457,18.Coimbatore,Dug Well,Outside Basin,False
New well 7,10.992761,77.014172,18.Coimbatore,Dug Well,Outside Basin,False
New well 9,11.048091,76.967461,18.Coimbatore,Dug Well,Outside Basin,False
Valparai OW,10.332372,76.96118099999998,18.Coimbatore,Dug Well,Outside Basin,False
new well 1,11.004223,77.018843,18.Coimbatore,Dug Well,Outside Basin,False
new well 2,11.03083333,76.92472222,18.Coimbatore,Dug Well,Outside Basin,False
